ប្រដែ: brodae
កខិកកខក់: kokhekkokhokk
ប៊ុត: bot
កន្ទ្រល: kontrol
បំបត់: bambat
សូធ្យ: southyor
នូវ: nov
សម្រក់: samrok
បង់: bong
សម្ផុល្ល: somphull
អព្យយៈ: aapyoyeak
ចុងអំបុក: chongaambok
សួ: suo
សទ្ទ: sott
រងជើង: rongochaung
នាគ: neak
បំប៉ឹម: bampoem
ប្រតិព័ទ្ធ: bratepoatthor
ឧបាធ្យាយ: ubathyeay
ពោធិព្រឹក្ស: pouthiprueksor
បូជនីយេសក៍: bouchniyesak
វែង: veng
ណតណយ: natnay
ទៀត: tt
បារាំយ៉ត: baroamt
សាន់វ៉ាន់: sanovan
ស្វីករណ៍: sveikaron
អាហ្វ្រិកកណ្តាល: Central African
រោបក: roubok
បឋវីធាតុ: bothovitheato
ស៊ូទ្រូ: soutru
ស្ពុយ: spoy
បំណាត់: bamnat
សៀវភៅ: sievophov
វានរេន្ទ្រ: veanrentror
រកកល់: rokokol
លេញ: lenh
ខីរជាតិ: kheircheat
អរញ្ញិក: aaronhnhik
ជេតុត្តរ: chetottor
តរង្គគតិ: torongkokote
ហ្មនួត: hmanuot
តុ: tuk
ក្លំ: klam
អប្បិច្ឆោ: aobbechchhao
អព្វោហារិក: aapvouharik
អយុធ្យា: aoyuthyea
សម្ភាស: sompheas
ភោជនាហារ: phouchneahar
កំផ្លៀវ: komphliev
កណ្ឋជៈ: konthajeak
ព្រះជាម្ចាស់: preahcheamcheas
ខោល: khaol
អបរូបា: aabaruba
ប្រុស: bros
ប៉ើងរ៉ើង: baeungraung
ឃុំ: khum
ទែន: ten
ដង្គោល: dangkoul
ឧបច្ឆេទ: ubochchhet
ចម្រើន: jomrern
កក្អឹក: korkaoek
ដា: da
ហួម៉ៃ: houymai
ខឹកៗ: khoek
ទង្វើ: tongver
ច្រុមៗ: chrom
ឈ្នៀង: chhnieng
ក្រឡូម: kroloum
ពីរបី: pirbei
ស្រឡាញ់: slanh
លេឌ្ឌុបាត: leddubat
ប្រស្និត: brasnet
ដែន: den
គ្រាហ៍: kreah
ហេៈ: heyak
ឃ្លាតឃ្លា: khleatkhlea
ធ្ងន់ធ្ងរ: thngonthngor
ណៅរូ: Nauru
សម្រក: somrok
អន្តាក់អន្តិច: aonteakantich
បោស: baos
កន្ត្រងប្រេង: kantrongobreng
ស្រឡប់: sralab
ក្រសោប: krosaob
ទលិទ្ទភាព: tolittopheap
លំអក់: lumaak
ហូនហ៊ក់: hounhak
កកេបកកាប: korkebkorkab
អធុនាគតា: aothuneakota
បរិវិតក្ក: borivitokk
សសេះ: soseh
លិខិតឆ្លងដែន: likhetchhlongodaen
ត្រើង: traeung
រំពើក: rumperk
អូយ: aouy
លម្អក់ព័ណ៌: lomaokapornr
ប្រតិស្ឋាន: brotesthan
ផ្កាកម្រង: pkarkormrong
ភ្ជិត: phchit
ពួកគាត់: puokkeat
អារោចន: aarouchon
ថ្ងូរ: thngour
ចម្លើយ: chomlauy
ប្រាសាក់: prasac
ប៉ប្រេះ: bobreh
ស៊ីជម្រៅ: seichmrov
ស្រះចក: srahchak
ស្រអ៊ុក: sraauk
អក: oak
ទុព្វចបុគ្គល: tupvchabokkol
វចនៈ: vochaneak
ទ្របៗ: trob
ដំណេរ: damner
ជានបទ: chornobat
ភើតៗ: phaut
រាក់: reak
សម្នាក់: somneak
ឋានីយ: thaniy
រំលឹក: rumluek
មាត្រា: meatra
ផុស: phos
ឥសីភទ្ទ: iseiphott
ប្រៀន: brien
ប្រេតលោក: bretolouk
ស្អយ: saoy
កន្ត្រៃ: kontrey
អ្ងែង: angaeng
យេកយោក: yekoyouk
រលឿ: roloea
កម្រៀម: kamriem
សមរ: somor
តែ: te
ប៉ុណ្ណឹង: pirn neng
ប្រយ័ត្ន: proyat
ជញ្ជីង: chonhching
សេម្ហៈ: semheak
អន្ទាំស្លា: aantoamlea
កូនប្រយោល: konbroyoul
ថត: thort
ចង្កាក់: changkeak
ខត្តិយៈ: khotteyeak
ឃុន: khun
ប្រកោះ: brakaoh
ល្មាក់: lmeak
ក្រមការ: kromkar
ចៀម: chiem
ថែទាំ: thaetoam
ឥស្សរជន: issorochon
ហិរញ្ញវត្ថុ: hekranhvathuk
មហាសាគរ: mohasakor
ស៊ី: c
សុលាល័យ: solealey
ប៉ង: bong
ស្វាង: svang
ភាយ: pheay
ឆវី: chhavi
ឧបញ្ញាសកថា: ubonhnheasokotha
ម៉ោង: morng
អធិមត្ត: aothimott
តក្កវិទូ: takkavitu
ចង្កូត: chongkut
គ្រាង: kreang
ហ្គាំប៊ី: The Gambia
ញេយ្យធម្ម: nheyythomm
ញោមវត្ត: nhoumvott
ដំអក់: damaok
ស្ប័ស្ដ: sboasdor
ប្រពន្ធ: p'pun
វិប្រវាស: vibraveas
ឧព្វេធ: upveth
និលរ័ត្ន: nilroatnor
ផ្ដន្ទា: phdantea
ប្រតាប់ប្រញាល់: brortabbronhal
នភមណី: nophomonei
អាក្រក់: ah krork
ជើងកញ្ជុំ: chaungkonhchuum
ពពុះសណ្ដែក: popuhsandaek
ទេសធម៌: tesathor
ចុះផ្សាយ: chohphsay
ឡប់ឡែ: lorble
អំពក: aampok
នព្វ: nopvor
ផ្កាចន្ទន៍: pkarjan
សង្ឃ្រាជ: sangkhreach
ហសាភិប្រាយ: hasapibray
សាសព្ទ: sasoptor
អត្តា: aatta
ចុះ: chos
គ្រឿងញៀន: kroeangnhien
វិចិន្តា: vichentea
ដប: dab
ចម្ងាយ: chamngeay
ក្រញឹម: kronhuem
តម្បារ: tombear
ប្រឌិដ្ឋ: broduet
បៅ: bau
ភ្ងាប្រិយ: phngeabrey
ក្រោម: krorm
វិរាល័យ: virealey
ប៉ច: boch
ស្រឡឹប: sraloeb
ស្រគាំ: srakoam
ឡិបឡុប: laeblob
រំលេប: rumleb
បង្ខូច: bangkhuch
ប្រពាត: brapeat
ឋបនោកាស: thobonoukas
សមាគតរដ្ឋ: sameaktarodthar
ប្រទុក្ខប្រដាក់: bratukkhbradak
ពពោក: popouk
សាធារណៈ: sathearonak
មយូរឆត្រ: moyurchhatrar
វប្បកម្ម: vobbokomm
ចំរឹង: chamrueng
ទ្វិជក: tvichok
បៃដីកា: baideika
រំចីដៃ: romcheidai
វិឃាសាទា: vikheasatea
ថូ: thou
ដី: dey
ប្រដាល់: prodal
សតិម: sotem
បាក់: bak
និស្សយន្តេវាសិក: nissyonteveasek
ព្យុះ: pyuh
វ៉ឺតៗ: vueut
ចំណាប់ចំនួន: chamnabchamnuon
ក្លៀវក្លម: klievklam
សហ: soh
បះបោរ: bahbaor
អាប់ប៉ត្រាប់: aabopotrab
កំណាត់: komnat
បវត្តិ: bavotte
នែបនិត្យ: neaebnityor
ការប្រព្រឹត្ត: karbropret
ពឹប: pueb
បដិកូល: badekoul
ហូឡង់: Netherlands
សង់ទ្រយុង: songotroyung
ហួម៉ៃ: houymay
ស្រលែវ: sraleaev
វចនា: vochanea
សំសន្ទនា: samsontonea
បញ្ជើច: banhchauch
រាជព្រឹក្ស: reachprueksar
ហ្មប: hmorb
សុរិន្ទ: sorintor
ឧត្តរានុទិស: uttoreanutis
រុករាន: rukorean
សប្បុរសធម៌: sabborsathomr
ស្វភូមិ: svophumi
ជម្រាល: chomreal
រន្ធកសត្ត: ronthokasatt
គគ្រុក: kokruk
បិណ្ឌបាត: bendobat
ពភ្លែះ: pophleaeeah
ធ្លុង: thlung
អន្តឺរ៉ឺរ៉ឺត: aantueureureut
ក្រសាំងទំហំ: krasangtumhom
ដីលែង: deileaeng
យុវតី: yuvotei
បន្សាក់: banseak
បង្អួត: bongourt
សមសញ្ញា: samosanhnhea
អត្ថា: aottha
ល្បាក់សា: lbeakasa
សើច: serch
ពាន់នេត្រ: peanonetror
យោក្ប័ត្រ: youkboatror
កញ្ជាក់ស្លា: kanhcheaksla
ស៊ើកពពើក: saeukpopauk
ពងក្អុក: pongokaok
សរសៃ: sorsai
ទិសានុទិស: tisanutis
ល័ក្ខណ៍: leakkhan
ខន្ធ: khonthor
ភ្រមរ: phromor
អង្រួន: aangruon
វត្ថពន្ធ: votthoponthor
រនិងរនាំង: roningroneang
បន្តួច: bontuoch
ល័ក្កចាន់: leakkachan
អន្តរការណ៍: aontorokaron
ត្រល់: tral
សង្កួត: sangkuot
ភស្មការ: phosmokar
អាបាយិកសត្ត: aabayiksott
កណ្ដៀន: kandien
អាបត្តិ: aabtte
រជ្ជសីមា: rachchoseimea
បញ្ចើ: banhchau
ប៉ផ្អែប: baphaaeb
សម្គោក: samkouk
ឥន្ទចាប: intochab
បរិហារ: barihar
សំកោក: samkaok
អសេរី: aoseri
ប្រកៃ: brakai
អនុញ្ញាត: anuk nhat
ចំណត់: chamnot
តំណាំង: tamnang
គម្រក់: komrok
សក្ដិសម: sakdesam
ហើរ: her
កញ្ជ្រោក: kanhchrouk
សាបាន: saban
ប្រយ័ត្ន: prayat
សុសាន: sosan
រនល: ronol
ញ៉ាម: nheam
ឧបលក្ខិត: ubolokkhet
លក្ស្មី: loksmey
ជំនក់: chumnok
លាវ័ណ្យ: leavoanyor
ចៅទៃ: chautey
ឈ្នះ: chnes
ក្ដក់: kdok
ស្ទុយ: stuy
កឹងកន្ត្រៃ: koengkantrai
ល្បាស់កាំ: lbeasokam
គគឹក: kokuek
អញ្ញវាទកម្ម: aonhnhoveatkomm
ជជែក: chocheaek
សង្ឃក: songkhok
វិសាខា: visakha
យុគសម័យ: yuksamey
កណ្ដកសញ្ញា: kondokosonhnha
អង្គុលៈ: aongkuleak
បន្ទោះ: bontuoh
ឆ្នោត: jnort
ព្រវីព្រវារ: proviprovear
ឈើចាក់ធ្មេញ: cherjakthmenh
ធាតុ: theat
ឧបជីវិន: ubochivin
យន្តហោះ: yontohaoh
វិរេចន: virechon
សុទ្ធសឹង: sirtsirng
ស្ពឹង: spoeng
ប្រគរ: brakor
ចាស់: chas
អុចៗ: aoch
ឈ្លើង: chhlaung
អាគារ: aakear
សមន្ធការ: samonthokar
ភ្លីភ្លើ: plipler
ហេដ្ឋិម: hedtaemak
កម្រតែ: komrotae
សំណួរ: samnuor
ឆាំឆា: chhamchha
ប្រដៅ: bradav
ក្រចាប់: krachab
ស្រគុល: srokul
រណេបរណប: ronebaronab
រកគ្នា: rokaknea
មិត្រភេទ: mitrophet
នានានុក្រម: neaneanukrom
អណ្ដាប់អណ្ដា: aondabanda
ហ្មត់ចត់: matchot
របៀបណា: robeabna
នង្គ័ល: nongkoal
សំណឹក: samnoek
បញ្ជក់: bonhchok
ប៉ាក់ប៉ៅ: bakopau
ថ្លើម: tlem
ស្រដី: srodey
ជើងឆ្កោក: chaungchhkaok
ពិម្ពិសារ: pimpisar
ពិភេក: piphek
បរមត្ថ: boromotthor
ស្នេហ៍: sneh
ត្រាច់: trach
លំអង: lumorng
ចោទ: chort
ព្រងាល់: prongeal
តាមរយៈ: tamoroyeak
ពើក: perk
ហូរ: ho
ឋបនាការ: thoboneakar
ខ្ចាត់: khchat
អព្ភ: aapphor
ឯកអគ្គរដ្ឋទូត: ekaaakkorodthatut
ខុនណាង: khonnang
ហសនីយ: haksaniy
កច្ចាយនៈ: kachchayoneak
ប្រពាត: bropeat
ការរារាំង: karreareang
តែវ៉ែ: taevae
កញ្ជ្រូក: konhjruk
ព្រៃវែង: preyveaeng
កប៉ាល់: kopal
សីហា: seiha
ហាយន: hayorn
ដើរតួ: daeurtuo
ហស្ដិន: hosden
គំនាស់: kumneas
ផ្ទោង: phtaong
នេត្រ: netrar
វណ្ណយុត្ត: vonnayutt
សន្ទិដ្ឋិក: santidthek
បាដិទេសនីយ: badetesaniy
អព្យយៈ: aopyoyeak
ចំ: chom
ឥរុវេទ: iruvet
គ្រលួច: kroluoch
សមរម្យ: sormrom
បង្គោះ: bangkuoh
ល្មៀត: lmiet
ដកទង: doktong
ហេមពាន្ត: haempein
ឡោ: loa
ក្ង: kngar
ភូគោល: phukoul
ក្រយាស្ងោយ: krayasngaoy
ព្រហស្បតិ៍: prohors
ទេព្រក្ស: teproksar
នាយចំណង់: neaychamnong
អស្សាមិកា: aassamika
ក្សេត្រាជីវកម្ម: ksetrachivkom
ការអនុវត្ត: karanuvott
រោយ: rouy
សស្ត្រា: sastra
រថភ្លើង: rothophlerng
ស្ញប់: snhob
ឫស្ដី: rysdei
រថ: roth
ដំណល់: damnal
ឧទ្យោគ: utyouk
ហេតុការណ៍: haetka
ស្មិញ: smenh
សម្ងំ: somngum
ប៉ប្រឹស: bobroes
ស្រអិប: sroaeb
កែក្រាយ: kaekroy
វលីមុខ: volimokh
អភិនេស្ក្រម៍: aaphineskram
រលាក: aleak
បដិទិន: badetin
ត្រកួត: trakuot
កុញ: konh
រអារអូម: roaaroaoum
ហោចល្អោញ: haochlaounh
ករ: kor
ឡែបឡប: laeblob
ឆ្នាំ: jnam
ទន្តវេជ្ជសាស្ត្រ: tornvechsas
ពង្រាប: pongreab
ពៀច: piech
ចលនា: chalona
កក្អាយ: kork'aay
អម្ភ័ស: aomphoas
បទដ្ឋាន: batodthan
ខ័ឌ្គ: khoadkor
បណ្ដោះអាសន្ន: bondaohsonn
ប៉ផ្អូច: bophaouch
ភ្លែមៗ: phleaem
ការសម្រាក: karsamrak
រស្សាវុធ: rossavoth
ទឹករលក: tuekrolok
យោ: you
ខ្យល់: kjol
មឃវ័ត: mokhovoat
ចតុលោកបាល: chotoloukbal
ហយា: hayorn
បណ្ឌក: bandak
ខែល: khael
ជើងកញ្ជោ: chaungkanhchou
ភ្លឹះៗ: phlueeah
ច្បែប: chbaeb
ក្រាស់: kras
រើស: rers
កន្ធាត់: konthat
ចង្អូរ: chongaur
មាក់ដោក: meakadaok
សម្បរិវត្តន៍: samborivttan
ស្ដេចដើរ: sdechadaeur
ធនលាភ: thonleap
ប្លាញៗ: blanhblanh
កន្ទ្រល: kantrol
ទ្វារ: tvea
ត្រលាត់: troleat
រាប: reab
អភិនេស្ក្រម៍: aophineskrom
ហសិកា: hokseka
តបៈ: tobak
ឆាយាល័ក្ខណ៍: chhayaleakkhan
ទស់: tos
មល្ល: moll
អព្ភន្តរ: aopphontor
ញល់: nhol
ពិរុណសាស្ត្រ: pirunsastrar
ស្រេចបាច់: srechbach
ដីប្លី: deiblei
ថៈណាយ: thaknay
ស្រាវណី: sravoney
រៀមច្បង: riemchbang
ហ្វង់: vong
តក្កវិញ្ញូ: takkavinhnhu
លឿម: loeam
គ្រើម: kraum
ងោង: ngoung
ខ្វាសៗ: khvas
ខ្សៀក: khsiek
បន្លឹម: bonluem
ហ្នឹង: ning
ហេតុបច្ច័យ: hetbachchai
អៃ: aai
រ៉ើងៗ: rerng
អស្សាសប្បស្សាសៈ: aassasbbassasak
ចង្ក្រម: chongkrom
សិន្ធវ: senthov
លលា: lolie
ជីវិតន្តរាយ: chivitontreay
អបរណ្ណជាតិ: aoboronnocheate
គោលបំណង: koulbamnang
អនុរដ្ឋមន្ត្រី: aonurdthomontri
សុប្បភាត: sobbapheat
មណ្ឌលវាត: mondoloveat
ឧរុបតី: urubatei
ស្ទៀង: stieng
វិកតិ: vikate
ស្រលេវ: sralev
ធុញទ្រាន់: thunhtron
គគ្រាក់: kokreak
កកូរ: korko
លុចសំបួរ: Luxembourg
តោះតើយ: taohy
ប្រទាស់: brateas
គំហក: kumhak
បច្ចន្តប្រទេស: bachchantobrates
ចម្រុង: chamrung
បល្ល័ង្ក: bolleang
